image_path,Caption
./dataset/1552911510286.jpg,這張照片展示了一座高聳的摩天大樓，建築外觀為玻璃幕牆，反射出天空的藍色。大樓的頂部有兩個圓形的裝飾，可能是建築設計的一部分。大樓的結構非常現代，顯示出其在城市中的重要地位。背景是漸變的天空，從藍色到黃色，顯示出可能是日落時分。
./dataset/20231104_184633.jpg,這張照片展示了一場婚禮的場景。照片中，新郎和新娘站在室內的舞台上，新郎穿着一套米色的西裝，新娘則穿着一襲白色的婚紗，手中捧著一束花。背景中可以看到一排白色椅子，上面坐著一些賓客。天花板上掛著一排串燈，營造出溫馨的氛圍。舞台後方有一個拱形的裝飾，上面掛滿了綠葉和花卉，增加了婚禮的浪漫氣氛。
./dataset/IMG_20210517_193050_600.jpg,這張照片中有兩位年輕人，他們似乎在戶外活動。前景中的年輕人側身站立，面帶微笑，頭髮是黑色的，穿着灰色的短袖T恤，背後有一個黑色的背包。背景中可以看到樹木和藍天，顯示出他們可能在一個公園或自然景點。另一位年輕人部分出現在照片的右側，同樣背著背包，但只露出部分臉部和上半身。照片的氛圍看起來很輕鬆愉快。
./dataset/20240129_151753.jpg,這張照片展示了一片開滿黃色花朵的田地，田地被一條小溪分隔成兩部分。背景中可以看到一些樹木和山丘，山丘上有一些綠色植被。天空晴朗，陽光充足，遠處可以看到電力線塔和一些建築物。整體環境看起來非常寧靜和美麗。
./dataset/20230218_164105.jpg,這張照片中，可以看到一排人站在欄杆旁邊，似乎是在觀賞前面的景觀。背景中有一棟高樓建築，建築外牆是白色的，窗戶排列整齊。前景中有幾棵開滿粉紅色花朵的樹，樹枝上沒有葉子，可能是櫻花樹。天空非常藍，沒有雲彩，顯示出晴朗的天氣。地上有一些綠色的草地，欄杆旁邊還有一些椅子。照片的構圖是從下往上拍攝的，給人一種仰望的感覺。
./dataset/IMG20200628144554.jpg,這是一尊阿瑞斯（馬爾斯）的雕像，雕像位於一個開放的空間，背景是藍天和一些綠樹。雕像由白色大理石製作，雕像的基座上刻有中文和英文的銘文，中文銘文寫道：「阿瑞斯（馬爾斯）戰神—掌管軍事與戰爭」，英文銘文寫道：「ARES (MARS)」。雕像的基座是方形的，上面有幾道橫線裝飾。雕像的底座是白色的，與雕像的白色大理石相匹配。雕像的背景是一片水域，可能是湖泊或河流。
./dataset/IMG_20180924_125753_456.jpg,這張照片中，一個人坐在草地上，背景是湖泊和遠處的山丘。他穿着一件深色的短袖T恤和藍色牛仔褲，腳上穿著黑色的運動鞋。他的雙腿交叉，雙手放在膝蓋上，頭微微低垂，面帶沉思的表情。背景中的湖泊邊緣有岩石堆疊，遠處可以看到一些建築物和樹木。天空晴朗，整體氛圍平靜而寧靜。
./dataset/IMG20220220163357.jpg,這張照片展示了一個室內展覽場景。場景中有多個大型屏幕，屏幕上播放著一系列的畫面，這些畫面似乎描繪了人們在橋樑上行走的場景。畫面中的橋樑結構複雜，有鐵製的框架構件。觀眾們坐在屏幕前，觀看這些畫面。展覽場館的天花板是開放式的，可以看到木質的樑柱結構。場館內的照明較暗，突出了屏幕上的畫面。
./dataset/11149357_632082483558244_535158552684804524_n(1)(1).jpg,這張照片中，有一個小男孩站在地上，他穿着一件綠色的長袖上衣和深色的短褲，腳上穿著藍色的拖鞋。他的頭髮是黑色的，短而齊整。小男孩的臉上帶有微笑，張開嘴巴，露出舌頭。背景是一個鋪有灰色石子的地坪，地坪上有一些綠色的桶和白色的櫃子。
./dataset/IMG_20210805_184037_726.jpg,這張照片中有兩個小孩坐在沙發上。沙發的靠背和坐墊上鋪有花卉圖案的布料。小孩們都穿着暖和的衣物，一個穿著紅色背心和格子褲，另一個穿著白色上衣和淺色褲子。背景是單色的牆壁。
./dataset/20231104_184635.jpg,這張照片展示了一場婚禮的場景。照片中，新郎和新娘站在前方，新郎穿着一套米色西裝，打着領結，新娘則穿着一襲白色婚紗，手持一束花束。他們的後方有幾位穿著白色禮服的賓客，似乎在拍照或觀看儀式。場地裝飾有燈飾和花藝裝飾，營造出溫馨浪漫的氛圍。場地的天花板上掛有燈飾，牆壁上也掛有燈飾，增加了場景的溫馨感。背景中可以看到一些綠植裝飾，增加了自然的感覺。
